item_id,domain,topic,stem,choice_A,choice_B,choice_C,choice_D,key,rationale,combined,rasch_b,pvalue,point_biserial,enemy,status
NCX1217,Psychosocial Integrity,substance use withdrawal,Which task related to substance use withdrawal is appropriate to delegate to an experienced UAP?,Use CIWA-Ar to assess alcohol withdrawal,Document and reassess later without intervening,Offer detailed education before stabilizing the client,Delegate initial assessment to unlicensed staff,A,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which task related to substance use withdrawal is appropriate to delegate to an experienced uap use ciwa ar to assess alcohol withdrawal document and reassess later without intervening offer detailed education before stabilizing the client delegate initial assessment to unlicensed staff,-0.7327987097988442,0.646,0.3929609194813353,,active
NCX1218,Psychosocial Integrity,depression care,Which intervention is indicated for a client experiencing depression care symptoms?,Offer detailed education before stabilizing the client,Wait for provider rounds before acting,Provide comfort measures only,Assess for suicidal ideation directly,D,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which intervention is indicated for a client experiencing depression care symptoms offer detailed education before stabilizing the client wait for provider rounds before acting provide comfort measures only assess for suicidal ideation directly,0.1728147198214074,0.4601428571428571,0.3933584792588333,,active
NCX1219,Psychosocial Integrity,end-of-life care,"During shift handoff, a client with end-of-life care is on multiple medications. Vitals: BP 172/51, HR 66. Which medication-related action should the nurse take first?",Honor the client’s goals for comfort,Increase oral fluids without assessing contraindications,Wait for provider rounds before acting,Ignore abnormal values if the client feels fine,A,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,during shift handoff a client with end of life care is on multiple medications vitals bp 172 51 hr 66 which medication related action should the nurse take first honor the client s goals for comfort increase oral fluids without assessing contraindications wait for provider rounds before acting ignore abnormal values if the client feels fine,0.547187241783633,0.3825714285714286,0.406591890198029,,active
NCX1220,Psychosocial Integrity,end-of-life care,Which action by the nurse best demonstrates therapeutic communication for end-of-life care?,Provide comfort measures only,Wait for provider rounds before acting,Honor the client’s goals for comfort,Delegate initial assessment to unlicensed staff,C,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which action by the nurse best demonstrates therapeutic communication for end of life care provide comfort measures only wait for provider rounds before acting honor the client s goals for comfort delegate initial assessment to unlicensed staff,0.9208257261163296,0.3194285714285715,0.3740855956774042,,active
NCX1221,Psychosocial Integrity,abuse reporting,"Before administering medication related to abuse reporting, what should the nurse verify?",Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,Document objective findings thoroughly,Apply restraints without trying alternatives,C,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,before administering medication related to abuse reporting what should the nurse verify ignore abnormal values if the client feels fine position the client supine regardless of condition document objective findings thoroughly apply restraints without trying alternatives,-0.4702960017200373,0.5922857142857143,0.4127553038937226,,active
NCX1222,Psychosocial Integrity,substance use withdrawal,Which order should the nurse question for a client with substance use withdrawal?,Apply restraints without trying alternatives,Implement seizure precautions when indicated,Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,B,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which order should the nurse question for a client with substance use withdrawal apply restraints without trying alternatives implement seizure precautions when indicated increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine,0.1766538493784303,0.4464285714285715,0.4072550989255272,,active
NCX1223,Psychosocial Integrity,mental health crisis,A client with mental health crisis refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Increase oral fluids without assessing contraindications,Ensure immediate safety and remove hazards,Wait for provider rounds before acting,Document and reassess later without intervening,B,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with mental health crisis refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate increase oral fluids without assessing contraindications ensure immediate safety and remove hazards wait for provider rounds before acting document and reassess later without intervening,0.8492311840634637,0.3242857142857143,0.4041762552817149,,active
NCX1224,Psychosocial Integrity,end-of-life care,A client receiving education about end-of-life care is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Provide comfort measures only,Support family with clear communication,Wait for provider rounds before acting,Offer detailed education before stabilizing the client,B,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client receiving education about end of life care is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important provide comfort measures only support family with clear communication wait for provider rounds before acting offer detailed education before stabilizing the client,1.277955000701353,0.2444285714285714,0.3519517841449207,,draft
NCX1225,Psychosocial Integrity,anxiety management,Which finding indicates effective management of anxiety management?,Provide comfort measures only,Position the client supine regardless of condition,Encourage slow deep breathing,Increase oral fluids without assessing contraindications,C,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which finding indicates effective management of anxiety management provide comfort measures only position the client supine regardless of condition encourage slow deep breathing increase oral fluids without assessing contraindications,-1.692682347344702,0.7971428571428572,0.3629912289634078,{NCX1073},active
NCX1226,Psychosocial Integrity,depression care,A client with depression care has stable vitals. Which action can be safely assigned to an LPN?,Encourage adherence to therapy and medication,Position the client supine regardless of condition,Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,A,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with depression care has stable vitals which action can be safely assigned to an lpn encourage adherence to therapy and medication position the client supine regardless of condition delegate initial assessment to unlicensed staff encourage rest and postpone evaluation,-1.243409766337508,0.7357142857142858,0.3728170817498503,,active
NCX1227,Psychosocial Integrity,substance use withdrawal,A client receiving education about substance use withdrawal is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,Implement seizure precautions when indicated,Document and reassess later without intervening,C,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client receiving education about substance use withdrawal is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important ignore abnormal values if the client feels fine position the client supine regardless of condition implement seizure precautions when indicated document and reassess later without intervening,0.06459503594313724,0.4895714285714285,0.4161404073343382,,active
NCX1228,Psychosocial Integrity,end-of-life care,"A client with end-of-life care reports new onset chest discomfort. Vitals: BP 171/101, HR 93. Which nursing action is most appropriate?",Encourage rest and postpone evaluation,Offer detailed education before stabilizing the client,Honor the client’s goals for comfort,Apply restraints without trying alternatives,C,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with end of life care reports new onset chest discomfort vitals bp 171 101 hr 93 which nursing action is most appropriate encourage rest and postpone evaluation offer detailed education before stabilizing the client honor the client s goals for comfort apply restraints without trying alternatives,1.292648352252036,0.2594285714285715,0.3652702288333872,,active
NCX1229,Psychosocial Integrity,mental health crisis,"A 87-year-old client admitted for mental health crisis now has vitals: BP 120/83, HR 51, RR 17, SpO2 88. The client is anxious and pale. Which action should the nurse prioritize?",Wait for provider rounds before acting,"Use a calm, clear tone to de-escalate",Encourage rest and postpone evaluation,Delegate initial assessment to unlicensed staff,B,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a 87 year old client admitted for mental health crisis now has vitals bp 120 83 hr 51 rr 17 spo2 88 the client is anxious and pale which action should the nurse prioritize wait for provider rounds before acting use a calm clear tone to de escalate encourage rest and postpone evaluation delegate initial assessment to unlicensed staff,0.6134003976180933,0.3674285714285714,0.3855571597451046,,active
NCX1230,Psychosocial Integrity,anxiety management,Which lab value in the setting of anxiety management requires immediate intervention?,Ignore abnormal values if the client feels fine,Position the client supine regardless of condition,Encourage slow deep breathing,Apply restraints without trying alternatives,C,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which lab value in the setting of anxiety management requires immediate intervention ignore abnormal values if the client feels fine position the client supine regardless of condition encourage slow deep breathing apply restraints without trying alternatives,-1.375082642019284,0.7597142857142857,0.3626151926891533,{NCX1276},active
NCX1231,Psychosocial Integrity,depression care,Which PPE sequence is correct when caring for a client with depression care?,Delegate initial assessment to unlicensed staff,Promote regular sleep and activity,Ignore abnormal values if the client feels fine,Increase oral fluids without assessing contraindications,B,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which ppe sequence is correct when caring for a client with depression care delegate initial assessment to unlicensed staff promote regular sleep and activity ignore abnormal values if the client feels fine increase oral fluids without assessing contraindications,-0.736277058432674,0.6428571428571429,0.3990658258169583,,active
NCX1232,Psychosocial Integrity,abuse reporting,Which finding indicates effective management of abuse reporting?,Wait for provider rounds before acting,Document objective findings thoroughly,Increase oral fluids without assessing contraindications,Offer detailed education before stabilizing the client,B,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which finding indicates effective management of abuse reporting wait for provider rounds before acting document objective findings thoroughly increase oral fluids without assessing contraindications offer detailed education before stabilizing the client,-0.281717998920868,0.5581428571428572,0.4149772902761102,{NCX1196},active
NCX1233,Psychosocial Integrity,substance use withdrawal,What is the safest positioning for a client with substance use withdrawal?,Offer detailed education before stabilizing the client,Document and reassess later without intervening,Encourage rest and postpone evaluation,Administer benzodiazepines per protocol,D,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,what is the safest positioning for a client with substance use withdrawal offer detailed education before stabilizing the client document and reassess later without intervening encourage rest and postpone evaluation administer benzodiazepines per protocol,0.2048978826957862,0.4677142857142857,0.4182444593764629,,active
NCX1234,Psychosocial Integrity,therapeutic communication,"In the ED, a 90-year-old client with history of therapeutic communication reports new symptoms. Vitals: BP 129/74, HR 110, RR 32, Temp 37.9. Which intervention is most critical at this time?",Encourage rest and postpone evaluation,Apply restraints without trying alternatives,Wait for provider rounds before acting,Use open-ended questions to explore feelings,D,The correct action for therapeutic communication reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,in the ed a 90 year old client with history of therapeutic communication reports new symptoms vitals bp 129 74 hr 110 rr 32 temp 37 9 which intervention is most critical at this time encourage rest and postpone evaluation apply restraints without trying alternatives wait for provider rounds before acting use open ended questions to explore feelings,-0.9739130045182279,0.696,0.3781107879394132,,active
NCX1235,Psychosocial Integrity,mental health crisis,Which lab value in the setting of mental health crisis requires immediate intervention?,"Use a calm, clear tone to de-escalate",Ignore abnormal values if the client feels fine,Provide comfort measures only,Position the client supine regardless of condition,A,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which lab value in the setting of mental health crisis requires immediate intervention use a calm clear tone to de escalate ignore abnormal values if the client feels fine provide comfort measures only position the client supine regardless of condition,-1.025253280508614,0.691,0.396601699437732,,active
NCX1236,Psychosocial Integrity,depression care,A client with depression care refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Position the client supine regardless of condition,Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,Encourage adherence to therapy and medication,D,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with depression care refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate position the client supine regardless of condition increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine encourage adherence to therapy and medication,-0.909405394793874,0.6842857142857143,0.389580956624515,{NCX1266},active
NCX1237,Psychosocial Integrity,mental health crisis,A 68-year-old client with mental health crisis has oxygen saturation of 93 on room air and labored breathing. Which intervention is the priority?,"Use a calm, clear tone to de-escalate",Increase oral fluids without assessing contraindications,Wait for provider rounds before acting,Encourage rest and postpone evaluation,A,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a 68 year old client with mental health crisis has oxygen saturation of 93 on room air and labored breathing which intervention is the priority use a calm clear tone to de escalate increase oral fluids without assessing contraindications wait for provider rounds before acting encourage rest and postpone evaluation,0.8351974198090923,0.3245714285714286,0.3742330874640022,,active
NCX1238,Psychosocial Integrity,depression care,A 26-year-old client hospitalized for depression care is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Increase oral fluids without assessing contraindications,Apply restraints without trying alternatives,Provide comfort measures only,Encourage adherence to therapy and medication,D,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a 26 year old client hospitalized for depression care is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety increase oral fluids without assessing contraindications apply restraints without trying alternatives provide comfort measures only encourage adherence to therapy and medication,-0.7183372440950053,0.6425714285714286,0.3963111199985087,,active
NCX1239,Psychosocial Integrity,abuse reporting,"A 50-year-old client admitted for abuse reporting now has vitals: BP 85/66, HR 127, RR 25, SpO2 82. The client is anxious and pale. Which action should the nurse prioritize?",Increase oral fluids without assessing contraindications,Apply restraints without trying alternatives,Report suspected abuse per legal requirements,Encourage rest and postpone evaluation,C,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a 50 year old client admitted for abuse reporting now has vitals bp 85 66 hr 127 rr 25 spo2 82 the client is anxious and pale which action should the nurse prioritize increase oral fluids without assessing contraindications apply restraints without trying alternatives report suspected abuse per legal requirements encourage rest and postpone evaluation,-0.04903276348812143,0.5142857142857142,0.4256645145626557,,active
NCX1240,Psychosocial Integrity,substance use withdrawal,Which action by the nurse best demonstrates therapeutic communication for substance use withdrawal?,Position the client supine regardless of condition,Encourage rest and postpone evaluation,Implement seizure precautions when indicated,Provide comfort measures only,C,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which action by the nurse best demonstrates therapeutic communication for substance use withdrawal position the client supine regardless of condition encourage rest and postpone evaluation implement seizure precautions when indicated provide comfort measures only,1.040671183933635,0.2898571428571429,0.3685703897556915,,active
NCX1241,Psychosocial Integrity,therapeutic communication,Which lab value in the setting of therapeutic communication requires immediate intervention?,Use open-ended questions to explore feelings,Delegate initial assessment to unlicensed staff,Offer detailed education before stabilizing the client,Provide comfort measures only,A,The correct action for therapeutic communication reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which lab value in the setting of therapeutic communication requires immediate intervention use open ended questions to explore feelings delegate initial assessment to unlicensed staff offer detailed education before stabilizing the client provide comfort measures only,0.3031065943917362,0.4352857142857143,0.41199319853799,,active
NCX1242,Psychosocial Integrity,anxiety management,"A client with anxiety management reports new onset chest discomfort. Vitals: BP 89/88, HR 133. Which nursing action is most appropriate?",Document and reassess later without intervening,Offer reassurance without false promises,Ignore abnormal values if the client feels fine,Apply restraints without trying alternatives,B,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with anxiety management reports new onset chest discomfort vitals bp 89 88 hr 133 which nursing action is most appropriate document and reassess later without intervening offer reassurance without false promises ignore abnormal values if the client feels fine apply restraints without trying alternatives,1.593010418825142,0.211,0.3502718459656783,,draft
NCX1243,Psychosocial Integrity,abuse reporting,Which statement by the client about abuse reporting requires further teaching?,Report suspected abuse per legal requirements,Ignore abnormal values if the client feels fine,Provide comfort measures only,Delegate initial assessment to unlicensed staff,A,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which statement by the client about abuse reporting requires further teaching report suspected abuse per legal requirements ignore abnormal values if the client feels fine provide comfort measures only delegate initial assessment to unlicensed staff,0.2458530915569234,0.4508571428571428,0.4180713679606138,"{NCX1146,NCX1269}",active
NCX1244,Psychosocial Integrity,therapeutic communication,A client receiving education about therapeutic communication is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Offer detailed education before stabilizing the client,Reflect the client’s concerns to clarify meaning,Position the client supine regardless of condition,Delegate initial assessment to unlicensed staff,B,The correct action for therapeutic communication reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client receiving education about therapeutic communication is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important offer detailed education before stabilizing the client reflect the client s concerns to clarify meaning position the client supine regardless of condition delegate initial assessment to unlicensed staff,-0.3306868843521833,0.5644285714285714,0.3949357634221342,,active
NCX1245,Psychosocial Integrity,abuse reporting,Which finding in a client with abuse reporting is the highest priority for the nurse to report?,Ensure client safety and privacy,Delegate initial assessment to unlicensed staff,Document and reassess later without intervening,Apply restraints without trying alternatives,A,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which finding in a client with abuse reporting is the highest priority for the nurse to report ensure client safety and privacy delegate initial assessment to unlicensed staff document and reassess later without intervening apply restraints without trying alternatives,0.6222965202065026,0.3578571428571429,0.3903469506056258,,active
NCX1246,Psychosocial Integrity,mental health crisis,Which intervention is indicated for a client experiencing mental health crisis symptoms?,Encourage rest and postpone evaluation,Offer detailed education before stabilizing the client,Document and reassess later without intervening,"Use a calm, clear tone to de-escalate",D,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which intervention is indicated for a client experiencing mental health crisis symptoms encourage rest and postpone evaluation offer detailed education before stabilizing the client document and reassess later without intervening use a calm clear tone to de escalate,-0.7061122738830428,0.6447142857142857,0.4228645768400622,{NCX1149},active
NCX1247,Psychosocial Integrity,schizophrenia care,A 33-year-old client hospitalized for schizophrenia care is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Ignore abnormal values if the client feels fine,Use reality-based statements for hallucinations,Apply restraints without trying alternatives,Document and reassess later without intervening,B,The correct action for schizophrenia care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a 33 year old client hospitalized for schizophrenia care is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety ignore abnormal values if the client feels fine use reality based statements for hallucinations apply restraints without trying alternatives document and reassess later without intervening,0.4013971308822992,0.4151428571428571,0.4094047594443129,,active
NCX1248,Psychosocial Integrity,mental health crisis,Which nursing intervention reduces risk associated with mental health crisis?,Apply restraints without trying alternatives,Ensure immediate safety and remove hazards,Encourage rest and postpone evaluation,Provide comfort measures only,B,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which nursing intervention reduces risk associated with mental health crisis apply restraints without trying alternatives ensure immediate safety and remove hazards encourage rest and postpone evaluation provide comfort measures only,-0.9453259208617942,0.6914285714285714,0.3992913296045412,,active
NCX1249,Psychosocial Integrity,mental health crisis,Which nursing intervention reduces risk associated with mental health crisis?,Ensure immediate safety and remove hazards,Offer detailed education before stabilizing the client,Increase oral fluids without assessing contraindications,Ignore abnormal values if the client feels fine,A,The correct action for mental health crisis reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which nursing intervention reduces risk associated with mental health crisis ensure immediate safety and remove hazards offer detailed education before stabilizing the client increase oral fluids without assessing contraindications ignore abnormal values if the client feels fine,-0.6039899485192237,0.6137142857142858,0.3962630707301923,,active
NCX1250,Psychosocial Integrity,abuse reporting,A 56-year-old client hospitalized for abuse reporting is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Document objective findings thoroughly,Offer detailed education before stabilizing the client,Delegate initial assessment to unlicensed staff,Increase oral fluids without assessing contraindications,A,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a 56 year old client hospitalized for abuse reporting is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety document objective findings thoroughly offer detailed education before stabilizing the client delegate initial assessment to unlicensed staff increase oral fluids without assessing contraindications,-0.9843382847611191,0.6947142857142857,0.3831563038026607,,active
NCX1251,Psychosocial Integrity,abuse reporting,A client with abuse reporting arrives on the unit. Which action should the nurse perform first?,Ensure client safety and privacy,Document and reassess later without intervening,Provide comfort measures only,Position the client supine regardless of condition,A,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with abuse reporting arrives on the unit which action should the nurse perform first ensure client safety and privacy document and reassess later without intervening provide comfort measures only position the client supine regardless of condition,-2.849625392852416,0.9205714285714286,0.2376234403495936,,draft
NCX1252,Psychosocial Integrity,therapeutic communication,"A postoperative client with therapeutic communication has labs: K+ 5.3, Na+ 136, Hgb 17.2. Vitals: BP 89/56, HR 56. Which order should the nurse implement first?",Increase oral fluids without assessing contraindications,Wait for provider rounds before acting,Offer to sit quietly and listen,Delegate initial assessment to unlicensed staff,C,The correct action for therapeutic communication reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a postoperative client with therapeutic communication has labs k 5 3 na 136 hgb 17 2 vitals bp 89 56 hr 56 which order should the nurse implement first increase oral fluids without assessing contraindications wait for provider rounds before acting offer to sit quietly and listen delegate initial assessment to unlicensed staff,-1.133459556917505,0.7167142857142857,0.3606349629059292,,active
NCX1253,Psychosocial Integrity,anxiety management,Which nursing intervention reduces risk associated with anxiety management?,Document and reassess later without intervening,Offer detailed education before stabilizing the client,Delegate initial assessment to unlicensed staff,"Provide a quiet, calm environment",D,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which nursing intervention reduces risk associated with anxiety management document and reassess later without intervening offer detailed education before stabilizing the client delegate initial assessment to unlicensed staff provide a quiet calm environment,0.5991115040265482,0.375,0.3914485484893949,,active
NCX1254,Psychosocial Integrity,anxiety management,A client with anxiety management refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Offer detailed education before stabilizing the client,Position the client supine regardless of condition,Offer reassurance without false promises,Wait for provider rounds before acting,C,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with anxiety management refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate offer detailed education before stabilizing the client position the client supine regardless of condition offer reassurance without false promises wait for provider rounds before acting,-0.6189085822190593,0.6287142857142857,0.4141296566555331,,active
NCX1255,Psychosocial Integrity,end-of-life care,A client with end-of-life care refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Offer detailed education before stabilizing the client,Manage pain proactively,Ignore abnormal values if the client feels fine,Encourage rest and postpone evaluation,B,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with end of life care refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate offer detailed education before stabilizing the client manage pain proactively ignore abnormal values if the client feels fine encourage rest and postpone evaluation,-0.9015226492994368,0.6704285714285714,0.4054302598201969,,active
NCX1256,Psychosocial Integrity,therapeutic communication,Which instruction prevents complication related to therapeutic communication?,Ignore abnormal values if the client feels fine,Encourage rest and postpone evaluation,Document and reassess later without intervening,Reflect the client’s concerns to clarify meaning,D,The correct action for therapeutic communication reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which instruction prevents complication related to therapeutic communication ignore abnormal values if the client feels fine encourage rest and postpone evaluation document and reassess later without intervening reflect the client s concerns to clarify meaning,0.949275604480743,0.3175714285714286,0.3773529017837228,,active
NCX1257,Psychosocial Integrity,anxiety management,A client with anxiety management has a central venous catheter. The nurse prepares to change the dressing using sterile technique. Which step is essential to prevent infection?,Encourage slow deep breathing,Provide comfort measures only,Document and reassess later without intervening,Encourage rest and postpone evaluation,A,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with anxiety management has a central venous catheter the nurse prepares to change the dressing using sterile technique which step is essential to prevent infection encourage slow deep breathing provide comfort measures only document and reassess later without intervening encourage rest and postpone evaluation,0.3283490599529614,0.4272857142857143,0.4142481267732578,{NCX1166},active
NCX1258,Psychosocial Integrity,substance use withdrawal,"A postoperative client with substance use withdrawal has labs: K+ 5.4, Na+ 135, Hgb 10.8. Vitals: BP 119/78, HR 71. Which order should the nurse implement first?",Provide comfort measures only,Implement seizure precautions when indicated,Apply restraints without trying alternatives,Position the client supine regardless of condition,B,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a postoperative client with substance use withdrawal has labs k 5 4 na 135 hgb 10 8 vitals bp 119 78 hr 71 which order should the nurse implement first provide comfort measures only implement seizure precautions when indicated apply restraints without trying alternatives position the client supine regardless of condition,-0.745594117391654,0.6445714285714286,0.3989392651269633,,active
NCX1259,Psychosocial Integrity,abuse reporting,Which finding in a client with abuse reporting is the highest priority for the nurse to report?,Wait for provider rounds before acting,Report suspected abuse per legal requirements,Position the client supine regardless of condition,Encourage rest and postpone evaluation,B,The correct action for abuse reporting reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which finding in a client with abuse reporting is the highest priority for the nurse to report wait for provider rounds before acting report suspected abuse per legal requirements position the client supine regardless of condition encourage rest and postpone evaluation,1.724131851994963,0.1917142857142857,0.3321833101010748,,draft
NCX1260,Psychosocial Integrity,depression care,"In the ED, a 30-year-old client with history of depression care reports new symptoms. Vitals: BP 152/70, HR 89, RR 29, Temp 39.1. Which intervention is most critical at this time?",Assess for suicidal ideation directly,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,Ignore abnormal values if the client feels fine,A,The correct action for depression care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,in the ed a 30 year old client with history of depression care reports new symptoms vitals bp 152 70 hr 89 rr 29 temp 39 1 which intervention is most critical at this time assess for suicidal ideation directly increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff ignore abnormal values if the client feels fine,0.009990457901512609,0.492,0.4149009120357965,,active
NCX1261,Psychosocial Integrity,substance use withdrawal,What is the safest positioning for a client with substance use withdrawal?,Apply restraints without trying alternatives,Implement seizure precautions when indicated,Increase oral fluids without assessing contraindications,Delegate initial assessment to unlicensed staff,B,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,what is the safest positioning for a client with substance use withdrawal apply restraints without trying alternatives implement seizure precautions when indicated increase oral fluids without assessing contraindications delegate initial assessment to unlicensed staff,1.303161684641031,0.2595714285714286,0.3820725680608488,,active
NCX1262,Psychosocial Integrity,substance use withdrawal,A client with substance use withdrawal arrives on the unit. Which action should the nurse perform first?,Implement seizure precautions when indicated,Encourage rest and postpone evaluation,Increase oral fluids without assessing contraindications,Position the client supine regardless of condition,A,The correct action for substance use withdrawal reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with substance use withdrawal arrives on the unit which action should the nurse perform first implement seizure precautions when indicated encourage rest and postpone evaluation increase oral fluids without assessing contraindications position the client supine regardless of condition,-0.3442340191719565,0.564,0.4216791343877861,,active
NCX1263,Psychosocial Integrity,end-of-life care,Which nursing intervention reduces risk associated with end-of-life care?,Apply restraints without trying alternatives,Position the client supine regardless of condition,Support family with clear communication,Increase oral fluids without assessing contraindications,C,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,which nursing intervention reduces risk associated with end of life care apply restraints without trying alternatives position the client supine regardless of condition support family with clear communication increase oral fluids without assessing contraindications,0.06800099056416478,0.4898571428571429,0.425722144794389,"{NCX1112,NCX1197}",active
NCX1264,Psychosocial Integrity,anxiety management,A client with anxiety management has pressure injury risk factors. Which preventive action is most important to implement first?,Provide comfort measures only,Offer reassurance without false promises,Apply restraints without trying alternatives,Document and reassess later without intervening,B,The correct action for anxiety management reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,a client with anxiety management has pressure injury risk factors which preventive action is most important to implement first provide comfort measures only offer reassurance without false promises apply restraints without trying alternatives document and reassess later without intervening,0.2290895481351899,0.4417142857142857,0.4141009809561929,,active
NCX1265,Psychosocial Integrity,end-of-life care,The nurse cares for a client with end-of-life care and notices unilateral pupil dilation. Which action takes priority?,Honor the client’s goals for comfort,Encourage rest and postpone evaluation,Apply restraints without trying alternatives,Increase oral fluids without assessing contraindications,A,The correct action for end-of-life care reflects NCLEX priorities and evidence-based practice for Psychosocial Integrity.,the nurse cares for a client with end of life care and notices unilateral pupil dilation which action takes priority honor the client s goals for comfort encourage rest and postpone evaluation apply restraints without trying alternatives increase oral fluids without assessing contraindications,-0.3546011588171802,0.5737142857142857,0.4108255154913292,,active
