item_id,domain,topic,stem,choice_A,choice_B,choice_C,choice_D,key,rationale,combined,rasch_b,pvalue,point_biserial,enemy,status
NCX1396,Reduction of Risk Potential,diagnostic tests,Which PPE sequence is correct when caring for a client with diagnostic tests?,Wait for provider rounds before acting,Document and reassess later without intervening,Verify client identity and consent,Ignore abnormal values if the client feels fine,C,The correct action for diagnostic tests reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which ppe sequence is correct when caring for a client with diagnostic tests wait for provider rounds before acting document and reassess later without intervening verify client identity and consent ignore abnormal values if the client feels fine,-0.673626874,0.639142857,0.399541214,,active
NCX1397,Reduction of Risk Potential,diagnostic tests,"During morning rounds, a client with diagnostic tests requests assistance. What should the nurse do first?",Ignore abnormal values if the client feels fine,Wait for provider rounds before acting,Ensure NPO status when required,Provide comfort measures only,C,The correct action for diagnostic tests reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,during morning rounds a client with diagnostic tests requests assistance what should the nurse do first ignore abnormal values if the client feels fine wait for provider rounds before acting ensure npo status when required provide comfort measures only,-0.430842854,0.584285714,0.424710585,,active
NCX1398,Reduction of Risk Potential,chest tube care,Which finding indicates effective management of chest tube care?,Do not clamp without a prescription,Offer detailed education before stabilizing the client,Provide comfort measures only,Increase oral fluids without assessing contraindications,A,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which finding indicates effective management of chest tube care do not clamp without a prescription offer detailed education before stabilizing the client provide comfort measures only increase oral fluids without assessing contraindications,0.359699068,0.414714286,0.417088935,,active
NCX1399,Reduction of Risk Potential,diagnostic tests,Which step of sterile technique is critical when performing care related to diagnostic tests?,Delegate initial assessment to unlicensed staff,Increase oral fluids without assessing contraindications,Ensure NPO status when required,Offer detailed education before stabilizing the client,C,The correct action for diagnostic tests reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which step of sterile technique is critical when performing care related to diagnostic tests delegate initial assessment to unlicensed staff increase oral fluids without assessing contraindications ensure npo status when required offer detailed education before stabilizing the client,0.690094267,0.354857143,0.400429431,,active
NCX1400,Reduction of Risk Potential,neurologic checks,Which action reflects evidence-based practice in managing neurologic checks?,Wait for provider rounds before acting,Monitor for new weakness or slurred speech,Apply restraints without trying alternatives,Document and reassess later without intervening,B,The correct action for neurologic checks reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which action reflects evidence based practice in managing neurologic checks wait for provider rounds before acting monitor for new weakness or slurred speech apply restraints without trying alternatives document and reassess later without intervening,1.070493039,0.294,0.391681887,,active
NCX1401,Reduction of Risk Potential,enteral feeding,Which action by the nurse best demonstrates therapeutic communication for enteral feeding?,Apply restraints without trying alternatives,Document and reassess later without intervening,Wait for provider rounds before acting,Confirm tube placement per policy,D,The correct action for enteral feeding reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which action by the nurse best demonstrates therapeutic communication for enteral feeding apply restraints without trying alternatives document and reassess later without intervening wait for provider rounds before acting confirm tube placement per policy,1.873633707,0.174,0.340974456,,draft
NCX1402,Reduction of Risk Potential,lab values,Which prescription is most appropriate for a client with lab values?,Ignore abnormal values if the client feels fine,Document and reassess later without intervening,Offer detailed education before stabilizing the client,Notify provider of critical sodium levels,D,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which prescription is most appropriate for a client with lab values ignore abnormal values if the client feels fine document and reassess later without intervening offer detailed education before stabilizing the client notify provider of critical sodium levels,-0.82253259,0.665714286,0.38426909,,active
NCX1403,Reduction of Risk Potential,airway suctioning,"A client with airway suctioning reports new onset chest discomfort. Vitals: BP 155/52, HR 114. Which nursing action is most appropriate?",Encourage rest and postpone evaluation,Offer detailed education before stabilizing the client,Pre-oxygenate before suctioning,Ignore abnormal values if the client feels fine,C,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with airway suctioning reports new onset chest discomfort vitals bp 155 52 hr 114 which nursing action is most appropriate encourage rest and postpone evaluation offer detailed education before stabilizing the client pre oxygenate before suctioning ignore abnormal values if the client feels fine,0.582480923,0.364428571,0.415498836,,active
NCX1404,Reduction of Risk Potential,airway suctioning,"In the ED, a 30-year-old client with history of airway suctioning reports new symptoms. Vitals: BP 103/84, HR 80, RR 19, Temp 36.7. Which intervention is most critical at this time?",Provide comfort measures only,Use sterile technique for tracheostomies,Offer detailed education before stabilizing the client,Wait for provider rounds before acting,B,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,in the ed a 30 year old client with history of airway suctioning reports new symptoms vitals bp 103 84 hr 80 rr 19 temp 36 7 which intervention is most critical at this time provide comfort measures only use sterile technique for tracheostomies offer detailed education before stabilizing the client wait for provider rounds before acting,2.282334094,0.125571429,0.294484762,,draft
NCX1405,Reduction of Risk Potential,vital signs,Which lab value in the setting of vital signs requires immediate intervention?,Ignore abnormal values if the client feels fine,Offer detailed education before stabilizing the client,Report a rapid drop in blood pressure,Apply restraints without trying alternatives,C,The correct action for vital signs reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which lab value in the setting of vital signs requires immediate intervention ignore abnormal values if the client feels fine offer detailed education before stabilizing the client report a rapid drop in blood pressure apply restraints without trying alternatives,0.205279909,0.455714286,0.423503222,,active
NCX1406,Reduction of Risk Potential,neurologic checks,The nurse reinforces teaching about neurologic checks. Which client statement shows understanding?,Provide comfort measures only,Assess level of consciousness and pupils,Offer detailed education before stabilizing the client,Document and reassess later without intervening,B,The correct action for neurologic checks reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,the nurse reinforces teaching about neurologic checks which client statement shows understanding provide comfort measures only assess level of consciousness and pupils offer detailed education before stabilizing the client document and reassess later without intervening,-1.261143168,0.743142857,0.375355638,,active
NCX1407,Reduction of Risk Potential,vital signs,Which assessment should the nurse perform first for a client with vital signs?,Position the client supine regardless of condition,Reassess abnormal vitals manually,Document and reassess later without intervening,Wait for provider rounds before acting,B,The correct action for vital signs reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which assessment should the nurse perform first for a client with vital signs position the client supine regardless of condition reassess abnormal vitals manually document and reassess later without intervening wait for provider rounds before acting,2.730710809,0.086571429,0.24918214,,draft
NCX1408,Reduction of Risk Potential,enteral feeding,A client receiving education about enteral feeding is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Provide comfort measures only,Position the client supine regardless of condition,Increase oral fluids without assessing contraindications,Check residuals as ordered,D,The correct action for enteral feeding reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client receiving education about enteral feeding is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important provide comfort measures only position the client supine regardless of condition increase oral fluids without assessing contraindications check residuals as ordered,1.18325898,0.263285714,0.383118109,NCX1429,active
NCX1409,Reduction of Risk Potential,chest tube care,A client with chest tube care refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Ignore abnormal values if the client feels fine,Wait for provider rounds before acting,Offer detailed education before stabilizing the client,Keep the drainage system below chest level,D,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with chest tube care refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate ignore abnormal values if the client feels fine wait for provider rounds before acting offer detailed education before stabilizing the client keep the drainage system below chest level,0.643125257,0.371428571,0.400878087,,active
NCX1410,Reduction of Risk Potential,chest tube care,Which intervention is indicated for a client experiencing chest tube care symptoms?,Ignore abnormal values if the client feels fine,Offer detailed education before stabilizing the client,Do not clamp without a prescription,Position the client supine regardless of condition,C,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which intervention is indicated for a client experiencing chest tube care symptoms ignore abnormal values if the client feels fine offer detailed education before stabilizing the client do not clamp without a prescription position the client supine regardless of condition,2.661566404,0.089714286,0.26680905,,draft
NCX1411,Reduction of Risk Potential,airway suctioning,"A postoperative client with airway suctioning has labs: K+ 2.8, Na+ 152, Hgb 8.8. Vitals: BP 119/54, HR 50. Which order should the nurse implement first?",Delegate initial assessment to unlicensed staff,Pre-oxygenate before suctioning,Apply restraints without trying alternatives,Increase oral fluids without assessing contraindications,B,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a postoperative client with airway suctioning has labs k 2 8 na 152 hgb 8 8 vitals bp 119 54 hr 50 which order should the nurse implement first delegate initial assessment to unlicensed staff pre oxygenate before suctioning apply restraints without trying alternatives increase oral fluids without assessing contraindications,-0.220726449,0.544571429,0.421588295,,active
NCX1412,Reduction of Risk Potential,neurologic checks,Which finding in a client with neurologic checks is the highest priority for the nurse to report?,Apply restraints without trying alternatives,Monitor for new weakness or slurred speech,Provide comfort measures only,Document and reassess later without intervening,B,The correct action for neurologic checks reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which finding in a client with neurologic checks is the highest priority for the nurse to report apply restraints without trying alternatives monitor for new weakness or slurred speech provide comfort measures only document and reassess later without intervening,0.213894284,0.458857143,0.410608647,,active
NCX1413,Reduction of Risk Potential,diagnostic tests,A client with diagnostic tests has a central venous catheter. The nurse prepares to change the dressing using sterile technique. Which step is essential to prevent infection?,Ignore abnormal values if the client feels fine,Offer detailed education before stabilizing the client,Increase oral fluids without assessing contraindications,Verify client identity and consent,D,The correct action for diagnostic tests reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with diagnostic tests has a central venous catheter the nurse prepares to change the dressing using sterile technique which step is essential to prevent infection ignore abnormal values if the client feels fine offer detailed education before stabilizing the client increase oral fluids without assessing contraindications verify client identity and consent,0.183456145,0.452714286,0.422341362,"NCX1333,NCX1385",active
NCX1414,Reduction of Risk Potential,vital signs,Which action reflects evidence-based practice in managing vital signs?,Encourage rest and postpone evaluation,"Evaluate trends, not single readings",Ignore abnormal values if the client feels fine,Increase oral fluids without assessing contraindications,B,The correct action for vital signs reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which action reflects evidence based practice in managing vital signs encourage rest and postpone evaluation evaluate trends not single readings ignore abnormal values if the client feels fine increase oral fluids without assessing contraindications,-0.952078449,0.690285714,0.394055248,,active
NCX1415,Reduction of Risk Potential,diagnostic tests,Which task related to diagnostic tests is appropriate to delegate to an experienced UAP?,Assess for allergies to contrast media,Encourage rest and postpone evaluation,Provide comfort measures only,Wait for provider rounds before acting,A,The correct action for diagnostic tests reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which task related to diagnostic tests is appropriate to delegate to an experienced uap assess for allergies to contrast media encourage rest and postpone evaluation provide comfort measures only wait for provider rounds before acting,-0.113664316,0.525857143,0.417325166,,active
NCX1416,Reduction of Risk Potential,chest tube care,Which lab value in the setting of chest tube care requires immediate intervention?,Apply restraints without trying alternatives,Do not clamp without a prescription,Wait for provider rounds before acting,Ignore abnormal values if the client feels fine,B,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which lab value in the setting of chest tube care requires immediate intervention apply restraints without trying alternatives do not clamp without a prescription wait for provider rounds before acting ignore abnormal values if the client feels fine,1.528377951,0.214142857,0.350351252,,draft
NCX1417,Reduction of Risk Potential,lab values,What is the safest positioning for a client with lab values?,Document and reassess later without intervening,Re-check unexpected lab results before acting,Provide comfort measures only,Ignore abnormal values if the client feels fine,B,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,what is the safest positioning for a client with lab values document and reassess later without intervening re check unexpected lab results before acting provide comfort measures only ignore abnormal values if the client feels fine,-0.063331505,0.505714286,0.415662953,,active
NCX1418,Reduction of Risk Potential,enteral feeding,The nurse cares for a client with enteral feeding and notices new facial droop. Which action takes priority?,Provide comfort measures only,Wait for provider rounds before acting,Elevate head of bed during feeding,Apply restraints without trying alternatives,C,The correct action for enteral feeding reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,the nurse cares for a client with enteral feeding and notices new facial droop which action takes priority provide comfort measures only wait for provider rounds before acting elevate head of bed during feeding apply restraints without trying alternatives,0.249722274,0.449428571,0.406481393,,active
NCX1419,Reduction of Risk Potential,lab values,"For a client being discharged with lab values, which instruction is most important?",Ignore abnormal values if the client feels fine,Wait for provider rounds before acting,Notify provider of critical sodium levels,Position the client supine regardless of condition,C,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,for a client being discharged with lab values which instruction is most important ignore abnormal values if the client feels fine wait for provider rounds before acting notify provider of critical sodium levels position the client supine regardless of condition,0.922628603,0.319,0.406221831,,active
NCX1420,Reduction of Risk Potential,vital signs,Which finding indicates effective management of vital signs?,Ignore abnormal values if the client feels fine,Apply restraints without trying alternatives,"Evaluate trends, not single readings",Provide comfort measures only,C,The correct action for vital signs reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which finding indicates effective management of vital signs ignore abnormal values if the client feels fine apply restraints without trying alternatives evaluate trends not single readings provide comfort measures only,-0.765295729,0.649,0.424646701,,active
NCX1421,Reduction of Risk Potential,chest tube care,A client with chest tube care is at risk for falls. Which intervention takes priority?,Apply restraints without trying alternatives,Provide comfort measures only,Position the client supine regardless of condition,Keep the drainage system below chest level,D,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with chest tube care is at risk for falls which intervention takes priority apply restraints without trying alternatives provide comfort measures only position the client supine regardless of condition keep the drainage system below chest level,0.101553147,0.482142857,0.412546717,,active
NCX1422,Reduction of Risk Potential,neurologic checks,A client with neurologic checks has pressure injury risk factors. Which preventive action is most important to implement first?,Encourage rest and postpone evaluation,Wait for provider rounds before acting,Check for changes in orientation,Apply restraints without trying alternatives,C,The correct action for neurologic checks reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with neurologic checks has pressure injury risk factors which preventive action is most important to implement first encourage rest and postpone evaluation wait for provider rounds before acting check for changes in orientation apply restraints without trying alternatives,-1.043259399,0.704857143,0.383061168,,active
NCX1423,Reduction of Risk Potential,airway suctioning,"A 41-year-old client admitted for airway suctioning now has vitals: BP 84/58, HR 64, RR 23, SpO2 91. The client is anxious and pale. Which action should the nurse prioritize?",Document and reassess later without intervening,Delegate initial assessment to unlicensed staff,Provide comfort measures only,Use sterile technique for tracheostomies,D,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a 41 year old client admitted for airway suctioning now has vitals bp 84 58 hr 64 rr 23 spo2 91 the client is anxious and pale which action should the nurse prioritize document and reassess later without intervening delegate initial assessment to unlicensed staff provide comfort measures only use sterile technique for tracheostomies,1.387990305,0.245714286,0.360617083,,draft
NCX1424,Reduction of Risk Potential,enteral feeding,"A 70-year-old client admitted for enteral feeding now has vitals: BP 101/56, HR 64, RR 25, SpO2 94. The client is anxious and pale. Which action should the nurse prioritize?",Delegate initial assessment to unlicensed staff,Increase oral fluids without assessing contraindications,Check residuals as ordered,Offer detailed education before stabilizing the client,C,The correct action for enteral feeding reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a 70 year old client admitted for enteral feeding now has vitals bp 101 56 hr 64 rr 25 spo2 94 the client is anxious and pale which action should the nurse prioritize delegate initial assessment to unlicensed staff increase oral fluids without assessing contraindications check residuals as ordered offer detailed education before stabilizing the client,-0.179772207,0.538428571,0.403663092,,active
NCX1425,Reduction of Risk Potential,chest tube care,"A 89-year-old client admitted for chest tube care now has vitals: BP 83/51, HR 128, RR 16, SpO2 87. The client is anxious and pale. Which action should the nurse prioritize?",Wait for provider rounds before acting,Ignore abnormal values if the client feels fine,Document and reassess later without intervening,Ensure water seal chamber tidals,D,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a 89 year old client admitted for chest tube care now has vitals bp 83 51 hr 128 rr 16 spo2 87 the client is anxious and pale which action should the nurse prioritize wait for provider rounds before acting ignore abnormal values if the client feels fine document and reassess later without intervening ensure water seal chamber tidals,-0.80343832,0.662285714,0.382080578,,active
NCX1426,Reduction of Risk Potential,lab values,A client with lab values refuses a blood transfusion due to personal beliefs. Which action by the nurse is most appropriate?,Report potassium above 6.0 mEq/L immediately,Ignore abnormal values if the client feels fine,Increase oral fluids without assessing contraindications,Document and reassess later without intervening,A,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with lab values refuses a blood transfusion due to personal beliefs which action by the nurse is most appropriate report potassium above 6 0 meq l immediately ignore abnormal values if the client feels fine increase oral fluids without assessing contraindications document and reassess later without intervening,-1.12974078,0.725428571,0.391876529,,active
NCX1427,Reduction of Risk Potential,vital signs,A client with vital signs has stable vitals. Which action can be safely assigned to an LPN?,Position the client supine regardless of condition,Reassess abnormal vitals manually,Delegate initial assessment to unlicensed staff,Wait for provider rounds before acting,B,The correct action for vital signs reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with vital signs has stable vitals which action can be safely assigned to an lpn position the client supine regardless of condition reassess abnormal vitals manually delegate initial assessment to unlicensed staff wait for provider rounds before acting,-0.633358613,0.634285714,0.407173453,,active
NCX1428,Reduction of Risk Potential,chest tube care,"In the ED, a 19-year-old client with history of chest tube care reports new symptoms. Vitals: BP 157/94, HR 89, RR 21, Temp 38.4. Which intervention is most critical at this time?",Position the client supine regardless of condition,Document and reassess later without intervening,Ignore abnormal values if the client feels fine,Do not clamp without a prescription,D,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,in the ed a 19 year old client with history of chest tube care reports new symptoms vitals bp 157 94 hr 89 rr 21 temp 38 4 which intervention is most critical at this time position the client supine regardless of condition document and reassess later without intervening ignore abnormal values if the client feels fine do not clamp without a prescription,0.544787916,0.386714286,0.397288832,,active
NCX1429,Reduction of Risk Potential,enteral feeding,A client receiving education about enteral feeding is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Offer detailed education before stabilizing the client,Wait for provider rounds before acting,Position the client supine regardless of condition,Check residuals as ordered,D,The correct action for enteral feeding reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client receiving education about enteral feeding is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important offer detailed education before stabilizing the client wait for provider rounds before acting position the client supine regardless of condition check residuals as ordered,0.669856588,0.367714286,0.388246479,NCX1408,active
NCX1430,Reduction of Risk Potential,enteral feeding,Which change in condition for enteral feeding requires rapid response activation?,Ignore abnormal values if the client feels fine,Delegate initial assessment to unlicensed staff,Document and reassess later without intervening,Elevate head of bed during feeding,D,The correct action for enteral feeding reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which change in condition for enteral feeding requires rapid response activation ignore abnormal values if the client feels fine delegate initial assessment to unlicensed staff document and reassess later without intervening elevate head of bed during feeding,-0.017470671,0.497142857,0.421657849,NCX1376,active
NCX1431,Reduction of Risk Potential,lab values,Which intervention is indicated for a client experiencing lab values symptoms?,Offer detailed education before stabilizing the client,Notify provider of critical sodium levels,Wait for provider rounds before acting,Document and reassess later without intervening,B,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which intervention is indicated for a client experiencing lab values symptoms offer detailed education before stabilizing the client notify provider of critical sodium levels wait for provider rounds before acting document and reassess later without intervening,-0.088448395,0.514,0.406536636,NCX1295,active
NCX1432,Reduction of Risk Potential,enteral feeding,Which finding indicates effective management of enteral feeding?,Elevate head of bed during feeding,Wait for provider rounds before acting,Apply restraints without trying alternatives,Offer detailed education before stabilizing the client,A,The correct action for enteral feeding reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which finding indicates effective management of enteral feeding elevate head of bed during feeding wait for provider rounds before acting apply restraints without trying alternatives offer detailed education before stabilizing the client,-0.921927044,0.673714286,0.402495691,,active
NCX1433,Reduction of Risk Potential,airway suctioning,Which task related to airway suctioning is appropriate to delegate to an experienced UAP?,Wait for provider rounds before acting,Increase oral fluids without assessing contraindications,Pre-oxygenate before suctioning,Position the client supine regardless of condition,C,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which task related to airway suctioning is appropriate to delegate to an experienced uap wait for provider rounds before acting increase oral fluids without assessing contraindications pre oxygenate before suctioning position the client supine regardless of condition,-0.241869925,0.547857143,0.422709724,,active
NCX1434,Reduction of Risk Potential,neurologic checks,Which intervention is indicated for a client experiencing neurologic checks symptoms?,Position the client supine regardless of condition,Ignore abnormal values if the client feels fine,Assess level of consciousness and pupils,Provide comfort measures only,C,The correct action for neurologic checks reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which intervention is indicated for a client experiencing neurologic checks symptoms position the client supine regardless of condition ignore abnormal values if the client feels fine assess level of consciousness and pupils provide comfort measures only,-0.237256589,0.546571429,0.416221811,NCX1386,active
NCX1435,Reduction of Risk Potential,chest tube care,A client with chest tube care has pressure injury risk factors. Which preventive action is most important to implement first?,Apply restraints without trying alternatives,Keep the drainage system below chest level,Offer detailed education before stabilizing the client,Wait for provider rounds before acting,B,The correct action for chest tube care reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with chest tube care has pressure injury risk factors which preventive action is most important to implement first apply restraints without trying alternatives keep the drainage system below chest level offer detailed education before stabilizing the client wait for provider rounds before acting,0.104112022,0.464142857,0.41774632,,active
NCX1436,Reduction of Risk Potential,diagnostic tests,Which change in condition for diagnostic tests requires rapid response activation?,Encourage rest and postpone evaluation,Wait for provider rounds before acting,Verify client identity and consent,Document and reassess later without intervening,C,The correct action for diagnostic tests reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which change in condition for diagnostic tests requires rapid response activation encourage rest and postpone evaluation wait for provider rounds before acting verify client identity and consent document and reassess later without intervening,-0.171347795,0.536714286,0.421142177,,active
NCX1437,Reduction of Risk Potential,neurologic checks,A 66-year-old client hospitalized for neurologic checks is confused and tries to get out of bed unassisted at night. Which intervention should the nurse implement to ensure safety?,Monitor for new weakness or slurred speech,Document and reassess later without intervening,Apply restraints without trying alternatives,Offer detailed education before stabilizing the client,A,The correct action for neurologic checks reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a 66 year old client hospitalized for neurologic checks is confused and tries to get out of bed unassisted at night which intervention should the nurse implement to ensure safety monitor for new weakness or slurred speech document and reassess later without intervening apply restraints without trying alternatives offer detailed education before stabilizing the client,-1.947320748,0.831,0.323306736,,active
NCX1438,Reduction of Risk Potential,post-op complications,"During shift handoff, a client with post-op complications is on multiple medications. Vitals: BP 92/100, HR 92. Which medication-related action should the nurse take first?",Delegate initial assessment to unlicensed staff,Assess surgical site for infection,Increase oral fluids without assessing contraindications,Provide comfort measures only,B,The correct action for post-op complications reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,during shift handoff a client with post op complications is on multiple medications vitals bp 92 100 hr 92 which medication related action should the nurse take first delegate initial assessment to unlicensed staff assess surgical site for infection increase oral fluids without assessing contraindications provide comfort measures only,-0.233709087,0.543857143,0.416290795,,active
NCX1439,Reduction of Risk Potential,neurologic checks,"During morning rounds, a client with neurologic checks requests assistance. What should the nurse do first?",Wait for provider rounds before acting,Check for changes in orientation,Encourage rest and postpone evaluation,Document and reassess later without intervening,B,The correct action for neurologic checks reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,during morning rounds a client with neurologic checks requests assistance what should the nurse do first wait for provider rounds before acting check for changes in orientation encourage rest and postpone evaluation document and reassess later without intervening,-1.107546511,0.712857143,0.393327592,NCX1482,active
NCX1440,Reduction of Risk Potential,airway suctioning,"A 64-year-old client admitted for airway suctioning now has vitals: BP 111/70, HR 85, RR 19, SpO2 85. The client is anxious and pale. Which action should the nurse prioritize?",Use sterile technique for tracheostomies,Ignore abnormal values if the client feels fine,Provide comfort measures only,Position the client supine regardless of condition,A,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a 64 year old client admitted for airway suctioning now has vitals bp 111 70 hr 85 rr 19 spo2 85 the client is anxious and pale which action should the nurse prioritize use sterile technique for tracheostomies ignore abnormal values if the client feels fine provide comfort measures only position the client supine regardless of condition,1.423115663,0.230571429,0.350808095,,draft
NCX1441,Reduction of Risk Potential,lab values,Which nursing intervention reduces risk associated with lab values?,Delegate initial assessment to unlicensed staff,Encourage rest and postpone evaluation,Wait for provider rounds before acting,Re-check unexpected lab results before acting,D,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,which nursing intervention reduces risk associated with lab values delegate initial assessment to unlicensed staff encourage rest and postpone evaluation wait for provider rounds before acting re check unexpected lab results before acting,0.207022477,0.457,0.412359231,NCX1352,active
NCX1442,Reduction of Risk Potential,lab values,A client treated for lab values is being discharged with new prescriptions. The client expresses concerns about side effects and adherence. Which instruction is the priority?,Increase oral fluids without assessing contraindications,Position the client supine regardless of condition,Report potassium above 6.0 mEq/L immediately,Wait for provider rounds before acting,C,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client treated for lab values is being discharged with new prescriptions the client expresses concerns about side effects and adherence which instruction is the priority increase oral fluids without assessing contraindications position the client supine regardless of condition report potassium above 6 0 meq l immediately wait for provider rounds before acting,-0.400024766,0.572428571,0.429255318,NCX1373,active
NCX1443,Reduction of Risk Potential,lab values,A client with lab values has pressure injury risk factors. Which preventive action is most important to implement first?,Notify provider of critical sodium levels,Apply restraints without trying alternatives,Increase oral fluids without assessing contraindications,Encourage rest and postpone evaluation,A,The correct action for lab values reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with lab values has pressure injury risk factors which preventive action is most important to implement first notify provider of critical sodium levels apply restraints without trying alternatives increase oral fluids without assessing contraindications encourage rest and postpone evaluation,0.125798185,0.469428571,0.422141824,,active
NCX1444,Reduction of Risk Potential,airway suctioning,"A client with airway suctioning suddenly exhibits use of accessory muscles. Vitals: BP 127/101, HR 81, RR 27, SpO2 84. Which action should the nurse take first?",Pre-oxygenate before suctioning,Increase oral fluids without assessing contraindications,Apply restraints without trying alternatives,Document and reassess later without intervening,A,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with airway suctioning suddenly exhibits use of accessory muscles vitals bp 127 101 hr 81 rr 27 spo2 84 which action should the nurse take first pre oxygenate before suctioning increase oral fluids without assessing contraindications apply restraints without trying alternatives document and reassess later without intervening,-1.104179894,0.709142857,0.378316381,,active
NCX1445,Reduction of Risk Potential,airway suctioning,A client with airway suctioning has stable vitals. Which action can be safely assigned to an LPN?,Pre-oxygenate before suctioning,Increase oral fluids without assessing contraindications,Offer detailed education before stabilizing the client,Provide comfort measures only,A,The correct action for airway suctioning reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client with airway suctioning has stable vitals which action can be safely assigned to an lpn pre oxygenate before suctioning increase oral fluids without assessing contraindications offer detailed education before stabilizing the client provide comfort measures only,0.668450367,0.360714286,0.397301184,,active
NCX1446,Reduction of Risk Potential,vital signs,A client receiving education about vital signs is preparing for discharge to home. The client lives alone and has limited finances. Which teaching point is most important?,Delegate initial assessment to unlicensed staff,Report a rapid drop in blood pressure,Encourage rest and postpone evaluation,Document and reassess later without intervening,B,The correct action for vital signs reflects NCLEX priorities and evidence-based practice for Reduction of Risk Potential.,a client receiving education about vital signs is preparing for discharge to home the client lives alone and has limited finances which teaching point is most important delegate initial assessment to unlicensed staff report a rapid drop in blood pressure encourage rest and postpone evaluation document and reassess later without intervening,0.375323569,0.420142857,0.404031613,,active
